elapsed_sec,policy_version,last_batch_reward_mean,rolling_reward_mean,last_batch_steps,last_batch_trajectories
470.02,302,375.5,354.0566086439761,48149,128
471.06,302,375.5,354.0566086439761,48149,128
472.08,303,353.8984375,354.04079152957854,45388,128
473.11,303,353.8984375,354.04079152957854,45388,128
474.15,303,353.8984375,354.04079152957854,45388,128
475.17,304,363.6953125,355.00624362662074,46645,128
476.20,304,363.6953125,355.00624362662074,46645,128
477.23,304,363.6953125,355.00624362662074,46645,128
478.28,305,387.953125,358.3009317639587,49738,128
479.44,305,387.953125,358.3009317639587,49738,128
480.48,305,387.953125,358.3009317639587,49738,128
481.51,306,356.359375,358.1067760875629,45704,128
482.57,306,356.359375,358.1067760875629,45704,128
483.60,306,356.359375,358.1067760875629,45704,128
484.65,307,358.9375,358.1898484788066,46031,128
485.70,307,358.9375,358.1898484788066,46031,128
486.71,307,358.9375,358.1898484788066,46031,128
487.75,308,363.609375,358.73180113092593,46632,128
488.88,308,363.609375,358.73180113092593,46632,128
489.90,308,363.609375,358.73180113092593,46632,128
490.95,309,383.1328125,361.17190226783333,49119,128
492.08,309,383.1328125,361.17190226783333,49119,128
493.10,309,383.1328125,361.17190226783333,49119,128
494.16,310,376.734375,362.72814954104996,48301,128
495.17,310,376.734375,362.72814954104996,48301,128
496.20,310,376.734375,362.72814954104996,48301,128
497.25,311,365.8203125,363.03736583694496,46919,128
498.25,311,365.8203125,363.03736583694496,46919,128
499.32,311,365.8203125,363.03736583694496,46919,128
500.36,312,368.5078125,363.58441050325047,47265,128
501.36,312,368.5078125,363.58441050325047,47265,128
502.40,312,368.5078125,363.58441050325047,47265,128
503.42,312,368.5078125,363.58441050325047,47265,128
504.45,313,365.84375,363.81034445292545,46921,128
505.49,313,365.84375,363.81034445292545,46921,128
506.53,313,365.84375,363.81034445292545,46921,128
507.56,314,394.3203125,366.86134125763294,50553,128
508.60,314,394.3203125,366.86134125763294,50553,128
509.65,314,394.3203125,366.86134125763294,50553,128
510.70,315,384.9765625,368.67286338186966,49356,128
511.74,315,384.9765625,368.67286338186966,49356,128
512.80,315,384.9765625,368.67286338186966,49356,128
513.87,316,359.421875,367.7477645436827,46094,128
514.92,316,359.421875,367.7477645436827,46094,128
515.94,316,359.421875,367.7477645436827,46094,128
517.00,317,383.6328125,369.33626933931447,49193,128
518.13,317,383.6328125,369.33626933931447,49193,128
519.16,317,383.6328125,369.33626933931447,49193,128
520.18,318,354.6640625,367.869048655383,45492,128
521.21,318,354.6640625,367.869048655383,45492,128
522.26,318,354.6640625,367.869048655383,45492,128
523.29,319,379.4296875,369.02511253984466,48652,128
524.49,319,379.4296875,369.02511253984466,48652,128
525.54,319,379.4296875,369.02511253984466,48652,128
526.57,320,387.984375,370.9210387858602,49742,128
527.73,320,387.984375,370.9210387858602,49742,128
528.76,320,387.984375,370.9210387858602,49742,128
529.78,321,359.4140625,369.77034115727423,46102,128
530.93,321,359.4140625,369.77034115727423,46102,128
531.98,321,359.4140625,369.77034115727423,46102,128
533.01,322,389.6015625,371.75346329154684,49952,128
534.28,322,389.6015625,371.75346329154684,49952,128
535.33,322,389.6015625,371.75346329154684,49952,128
536.37,323,380.9609375,372.6742107123922,48847,128
537.37,323,380.9609375,372.6742107123922,48847,128
538.40,323,380.9609375,372.6742107123922,48847,128
539.44,324,386.0625,374.013039641153,49494,128
540.44,324,386.0625,374.013039641153,49494,128
541.47,324,386.0625,374.013039641153,49494,128
542.49,324,386.0625,374.013039641153,49494,128
543.55,325,382.4140625,374.8531419270377,49032,128
544.60,325,382.4140625,374.8531419270377,49032,128
545.64,325,382.4140625,374.8531419270377,49032,128
546.66,326,395.625,376.93032773433396,50717,128
547.91,326,395.625,376.93032773433396,50717,128
548.94,326,395.625,376.93032773433396,50717,128
549.98,326,395.625,376.93032773433396,50717,128
551.02,327,393.0859375,378.54588871090056,50388,128
552.08,327,393.0859375,378.54588871090056,50388,128
553.13,327,393.0859375,378.54588871090056,50388,128
554.16,328,401.875,380.8787998398105,51515,128
555.33,328,401.875,380.8787998398105,51515,128
556.37,328,401.875,380.8787998398105,51515,128
557.41,329,381.9921875,380.99013860582943,48975,128
558.57,329,381.9921875,380.99013860582943,48975,128
559.60,329,381.9921875,380.99013860582943,48975,128
560.65,330,390.3828125,381.9294059952465,50047,128
561.65,330,390.3828125,381.9294059952465,50047,128
562.69,330,390.3828125,381.9294059952465,50047,128
563.73,330,390.3828125,381.9294059952465,50047,128
564.77,331,389.34375,382.6708403957218,49919,128
565.80,331,389.34375,382.6708403957218,49919,128
566.84,331,389.34375,382.6708403957218,49919,128
567.87,332,412.2578125,385.62953760614965,52846,128
568.93,332,412.2578125,385.62953760614965,52846,128
569.96,332,412.2578125,385.62953760614965,52846,128
571.01,333,399.2421875,386.9908025955347,51177,128
572.01,333,399.2421875,386.9908025955347,51177,128
573.05,333,399.2421875,386.9908025955347,51177,128
574.10,333,399.2421875,386.9908025955347,51177,128
575.14,334,395.453125,387.8370348359813,50696,128
576.30,334,395.453125,387.8370348359813,50696,128
577.33,334,395.453125,387.8370348359813,50696,128
578.36,335,413.25,390.37833135238316,52971,128
579.37,335,413.25,390.37833135238316,52971,128
580.39,335,413.25,390.37833135238316,52971,128
581.41,335,413.25,390.37833135238316,52971,128
582.44,336,398.375,391.1779982171448,51063,128
583.49,336,398.375,391.1779982171448,51063,128
